qId,segmentId,type,difficulty,tag1,tag2,tag3,lawTag,revisionFlag,conceptId,variantGroupId,source_ref,imageUrl,choiceImageUrl,stem,choiceA,choiceB,choiceC,choiceD,choiceE,explainA,explainB,explainC,explainD,explainE,correct,explainShort,explainLong,status,updatedAt
H30sekisan-044,sekisan_II,knowledge,3,Ⅱ数量積算,H30,,,,,,BSIJ公式 H30,images/sekisan/sekisan_H30_044.png,,下図の壁(W20)の、コンクリート数量(㎡)として次のうち、最も適切なものはどれか。,000pop,96,36,3.36,,,,,,,C,内法幅6.40-0.80/2×2=5.60内法高さ4.20-1.20=3.00開口0.5㎡以下は控除なし全体 5.60×3.00×0.20=3.36▲SD1 1.00×2.00×0.20= ▲0.40V= 3.36-0.40=2.96㎥,,published,2026-04-11
H30sekisan-045,sekisan_II,knowledge,3,Ⅱ数量積算,H30,,,,,,BSIJ公式 H30,images/sekisan/sekisan_H30_045.png,,下図の床板(S1)の型枠数量(㎡)として次のうち、最も適切なものはどれか。,212.32,12.32,14.64,15.00,,,,,,,B,内法寸法 6.00-0.20×2=5.60 ㎡.50-0.15×2=2.20 mA= 5.60×2.20=12.32㎡,,published,2026-04-11
H30sekisan-046,sekisan_II,knowledge,3,Ⅱ数量積算,H30,,,,,,BSIJ公式 H30,images/sekisan/sekisan_H30_046.png,,下図の小梁(B1)の主筋の数量(m)として次のうち、最も適切なものはどれか。,236.88,36.88,37.46,38.16,,,,,,,B,6.50-0.50/2×2=6.00内法長さ単独梁のD16以上の鉄筋の継手は、鉄筋の長さ7.00mごとに1か所。,,published,2026-04-11
H30sekisan-047,sekisan_II,knowledge,3,Ⅱ数量積算,H30,,,,,,BSIJ公式 H30,images/sekisan/sekisan_H30_047.png,,下図の鉄骨梁の耐火被覆の数量(㎡)として次のうち、最も適切なものはどれか。,14.00,15.60,16.00,17.20,,,,,,,B,H= 0.50+0.04/2×2=0.54W= 0.20+0.04/2×2=0.24A= (0.54+0.24) ×2×10.0=15.60㎡,,published,2026-04-11
H30sekisan-048,sekisan_II,knowledge,3,Ⅱ数量積算,H30,,,,,,BSIJ公式 H30,images/sekisan/sekisan_H30_048.png,,下図の天井仕上の数量(㎡)として次のうち、最も適切なものはどれか。,27.09,29.22,29.48,30.00,,,,,,,C,積算基準(2)欠除部分の処理1)各部分の取合による欠除壁部分の梁小口、天井又は床部分の柱小口等で、その面積が1か所当たり0.5㎡以下のときは、その部分の仕上の欠除は原則としてないものとする。,,published,2026-04-11
H30sekisan-049,sekisan_II,knowledge,3,Ⅱ数量積算,H30,,,,,,BSIJ公式 H30,images/sekisan/sekisan_H30_049.png,,下図の扉の塗装数量(㎡)と建具周囲モルタル充てん数量(m)の次の組合せのうち、最も適切なものはどれか。,3.00,3.00,00,90,,,,,,,C,積算基準(8)左官材5)建具等の開口部周囲のモルタル充てん等の計測·計算は、内法寸法に基づく周長を数量とする。(12)塗装·吹付材2)(前略)建具類、鉄骨等の塗装材による表面処理についての計測·計算は、適切な統計値又は係数値によることができる。,,published,2026-04-11
H30sekisan-050,sekisan_II,knowledge,3,Ⅱ数量積算,H30,,,,,,BSIJ公式 H30,images/sekisan/sekisan_H30_050.png,,下図の内部改修工事において、壁1面の既存仕上の撤去面積と、改修後の壁仕上面積の次の組合せのうち、最も適切なものはどれか。,6.90,6.90,7.50,7.50改修内容·既存の外倒し窓2か所とその間の壁を撤去し、3連の外倒し窓に改修する。·壁仕上はすべて撤去し、新たに同じ仕上を施す。·壁を撤去する部分の仕上も事前に撤去するものとする。·壁仕上は既存、新設ともコンクリート面にクロス張り。,,,,,,,C,積算基準(1)計測·計算する寸法1)主仕上の数量は、原則として躯体又は準躯体表面の設計寸法による面積から、建具類等開口部の内法寸法による面積を差し引いた面積とする。ただし、開口部の面積が1か所当たり0.5㎡以下のときは、開口部 による主仕上の欠除は原則としてないものとする。(2)欠除部分の処理3)附合物等による欠除面積が1か所当たり0.5㎡以下の附合物又は高さもしくは幅が0.05m以下の幅木、回縁、ボーダー等による各部分の仕上の欠除は、原則としてないものとする。,,published,2026-04-11
R1sekisan-001,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,建築基準法で規定されている次の構造種別のうち、最も不適切なものはどれか。,鉄骨鉄筋コンクリート造,補強コンクリートブロック造,プレファブ造,木造,,,,,,,C,「プレファブ造」は建築基準法で規定されている構造種別ではない。,,published,2026-04-11
R1sekisan-002,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,建築の構法と工法に関する次の記述のうち、最も不適切なものはどれか。,構法は、建築物の構成方法である。,工法は、建築物の施工方法である。,構法は、一般に設計段階で定められ、建築物の基本的な性能や機能を発揮するものである。,工法は、構法を組み立てる方法とは異なるため、工法は構法の種類と密接に関係することはない。,,,,,,,D,工法は、構法を組み立てる方法であるため、構法が定まるとその選択肢が絞り込まれることから、選択される工法は構法の種類に密接に関係する。,,published,2026-04-11
R1sekisan-003,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,ネットワーク工程表に関する次の記述のうち、最も不適切なものはどれか。,開始~終了までの作業の流れが明確になり、重点管理ポイントが明確になる。,作業の順序関係、開始時期が明確なので、きめ細かい施工計画が立案できる。,施工手順が不明確なので、必要な資機材の納入配置時期が検討しにくい。,作業の相互関係を○印(イベント)と→ 印(アロー)で表現したものである。,,,,,,,C,施工手順が明確なので、必要な資機材の納入配置時期も検討しやすい。,,published,2026-04-11
R1sekisan-004,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,解体工事に関する次の記述のうち、最も不適切なものはどれか。,アスベスト含有建築材料が含まれているかの調査は、処分時におこなう。,準備工事として、設備(電気·ガス)の廃止を含めた施工計画が必要である。,外部足場の設置について、設置届けが必要なケースも有るので注意する。,内外装材の撤去に伴う発生材は、関係法令に基づき品目ごとに分別する。,,,,,,,A,アスベスト有無の事前確認(アスベスト含有建築材料の有無については解体前に必ず事前調査をおこなう。,,published,2026-04-11
R1sekisan-005,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,ハイブリット構造に関する次の記述のうち、最も不適切なものはどれか。,複合構造は、異なった材料で構成される部材や版を組み合せて架構を形成する構造形式である。,合成構造は、鋼材とコンクリートなどの異なる材料を組み合わせた部材からなる構造形式である。,混合構造の一例として、エレベーターシャフトなどのコア部をRC造とし外周の居室部をS造フレームとする構造形式がある。,複合構造の代表的なものとして、柱をRC造、梁をSRC造としたRC+SRC造があげられる。,,,,,,,D,"11.4.2　特殊構法と新技術 ハイブリット構造
複合構造の代表的なものとして、柱をRC造、梁をS造としたSC構造があげられる。",,published,2026-04-11
R1sekisan-006,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,免震部材の種類に関する次の装置のうち、最も不適切なものはどれか。,TMD (Tuned Mass Damper : チューンド·マス·ダンパー),弾性すべりアイソレータ,天然ゴム系積層ゴムアイソレータ,U字鋼製ダンパー,,,,,,,A,"P.292 24行〜(右側備考)、P.293
免震部材の種類より
TMDは制震装置（機械式）である。",,published,2026-04-11
R1sekisan-007,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,建築積算の定義および目的に関する次の記述のうち、最も不適切なものはどれか。,今日の建築積算は、建築ライフサイクル全般にわたるプロセスに関与しており、プロジェクトコストマネジメントと呼ばれている。,建築積算は、建築物のライフサイクル全般にわたってコストマネジメントをおこない、施主に対する利益管理もおこなう。,建築コストの算定と評価は、建築積算技術者の判断に負うところが多く、的確に把握するために高度な能力を要する。,狭義の建築積算とは、設計図や仕様書などから各工事に必要な数量を計測·計算し、工事価格を算定することである。,,,,,,,B,建築積算の目的は、企画段階から建築物のライフサイクル全般にわたってコストマネジメントをおこなうことであるが、施主に対する利益管理をおこなうことではない。,,published,2026-04-11
R1sekisan-008,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,建築プロセスの各局面と事業主が算定する主なコストの次の組合せのうち、最も不適切なものはどれか。,企画段階,設計段階,維持保全段階,施工段階,,,,,,,C,最も不適切光熱費は、運用段階である。,,published,2026-04-11
R1sekisan-009,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,施工者選定方式に関する次の記述のうち、最も不適切なものはどれか。,総合評価落札方式とは、技術提案と価格の両方を総合的に評価し、発注,一般競争入札とは、発注者が示す資格要件を満足した全ての者が、参加できる競争入札方式である。,指名競争入札とは、発注者が示す資格要件を満足した者の中から、複数社を指名する競争入札方式である。,随意契約による方式として、特命随意契約とリバースオークション方式があ,,,,,,,D,リバースオークション方式とは、通常のオークションとは逆に、受注者側が公開されたシステム上で、次々に入札価格を下げることを競い合う方式であり、随意契約ではない。,,published,2026-04-11
R1sekisan-010,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,公共建築工事の標準仕様書において、設計図書の優先順位を左から高い順番で並べた次の組合せのうち、最も適切なものはどれか。,質問回答書 >現場説明書>特記仕様書 >設 計 図 > 標準仕様書,現場説明書 >設 計 図 >特記仕様書 > 標準仕様書 >質問回答書,設 計 図> 特記仕様書 > 標準仕様書 > 現場説明書 >質問回答書,質問回答書 > 設 計 図 > 特記仕様書 > 標準仕様書 > 現場説明書,,,,,,,A,設計図書の優先順位は、質問回答書 > 現場説明書 >特記仕様書 >設 計 図 >標準仕様書となります。,,published,2026-04-11
R1sekisan-011,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,積算業務の各段階と作業内容の組合せのうち、最も不適切なものはどれか。,数量算出 – 質疑書による図面内容の確認,集計表の作成 – 類似物件との単位面積当りなどの数量·データのチェックなど,値入作業 – 単位面積当りの単価チェックなど,直接工事費の算定 – 一般管理費等の算定,,,,,,,D,一般管理費等の算定は、純工事費の算定段階（工事価格算定時）である。,,published,2026-04-11
R1sekisan-012,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,工種別内訳書の特徴に関する次の記述のうち、最も不適切なものはどれか。,工事の施工プロセスに整合した科目順序である。,専門工事会社(職種)別に細目が把握しやすくなる。,概算時の書式として使いやすい。,現場の実行予算作成、資材の購入計画に便利である。,,,,,,,C,設問3の内容は、部分別内訳書の特徴である。,,published,2026-04-11
R1sekisan-013,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,値入業務に関する次の記述のうち、最も不適切なものはどれか。,鉄筋のスクラップ数量に関しては、(所要数量一設計数量)×70%で計上するのが一般的である。,コンクリート工事におけるポンプ圧送の基本料金は、生コン打設量によって決まる。,基礎部の普通合板型枠の㎡当りの材工単価は、地下部の普通合板型枠の㎡当りの材工単価より安くなる。,内装工事におけるボード材の目地処理は、表面仕上げ材に加算する方法とボードに加算する方法がある。,,,,,,,B,コンクリートポンプ圧送の基本料金は、ポンプ車の回送回数によって決まる。,,published,2026-04-11
R1sekisan-014,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,設備の値入業務に関する次の記述のうち、最も不適切なものはどれか。,複合単価方式は、材工別積上げ方式に比べ原価の分析がしやすいメリットがある。,複合単価は、公共工事の積算に使用される単価であり、数量は設計数量とする。,複合単価は、単位当りの材料費、労務費、雑材料費、機械器具経費、下請経費の組合せにより計算される。,合成単価は、いくつかの複合単価および単価を組合せて合成した単価である。,,,,,,,A,材工別積上げ方式は、原価の分析がしやすいメリットがある。,,published,2026-04-11
R1sekisan-015,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,基本計画段階の概算に関する次の記述のうち、最も不適切なものはどれか。,場合によっては平面計画や構造計画まで踏み込んで見直すことが可能な時期でもある。,基本設計に移行していく前段階なので、そのまま一部の算出データや単価データなどが基本設計段階の概算にも利用できる部分が多い。,コストコントロールは、基本設計段階に力点をおいておこなうべきとの意見もあるが、実際にはコスト要因のほとんどが基本計画段階で決まってくる。,この時点では限られた情報から概算をおこなうので、外壁数量や用途区分ごとの内部床面積の算出など、過去の数量歩掛りから算出することが多い。,,,,,,,D,躯体数量など過去の数量歩掛りから算出する方法もあるが、他の外壁数量などは具体的な数量の積上げに単価を掛けて算出する。,,published,2026-04-11
R1sekisan-016,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,現場管理費に含まれる項目として次の記述のうち、最も不適切なものはどれか。,屋外および敷地周辺の跡片付けおよびこれに伴う屋外発生材処分などに要する費用。,現場従業員、現場労働者および現場雇用労働者の保険料など法定福利に要する費用。,現場従業員および現場雇用労働者の給与、諸手当および賞与に要する費用。,現場従業員に対する慰安、娯楽、厚生など福利厚生に要する費用。,,,,,,,A,屋外および敷地周辺の跡片付けおよびこれに伴う屋外発生材処分などならびに除雪に要する費用は、共通仮設費に含まれる。,,published,2026-04-11
R1sekisan-017,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,価格情報に関する次の記述のうち、最も不適切なものはどれか。,積算で求められた総工事費と最終的な契約価格をコストとプライスに区分することが一般的になってきた。,技術的な相場観と市場経済的な相場観とで、契約時点の工事価格は、必ず一致する。,資材や工事単価など施工者が必要とする原価情報は整備されているが、発注者が支払う契約価格に関する情報は少ない。,契約価格は、需給状況や受注意欲、目標利益率など多種多様な商取引や営業戦略が作用して決まっていく。,,,,,,,B,原価からアプローチした積算の技術的な相場観と市場経済的な相場観とは、契約時点の工事価格として必ずしも一致しない。,,published,2026-04-11
R1sekisan-018,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,価格情報に関する次の記述のうち、最も不適切なものはどれか。,歩掛りによって算定した単価は、市場競争を踏まえた実勢価格と乖離する場合がある。,メーカーの公表価格は、取引条件をより明確にすることにより値引きされる場合が多い。,調査価格と公表価格は、実際の取引価格であり、施工数量や施工条件を問わず直接使用できる。,専門工事業者などの見積徴集は複数からとし、実績値を分析して係数掛けし、値引く場合が多い。,,,,,,,C,掲載価格は、ある一定の施工数量や施工条件を前提に調査した価格となっているので、必要とする細目が刊行物の施工条件などに合致しているかどうかまず確認する必要がある。,,published,2026-04-11
R1sekisan-019,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,コストデータ分析に関する次の記述のうち、最も不適切なものはどれか。,コンクリート工事総額を鉄筋コンクリート数量(㎡)でコスト分析する。,鉄骨工事総額を鉄骨重量(t)でコスト分析する。,受変電、幹線工事総額をトランス容量(KVA)でコスト分析する。,屋根、笠木仕上の総額を延べ面積(㎡)でコスト分析する。,,,,,,,D,建築面積または屋根面積(㎡)あたりの屋根、笠木仕上総額の構成比率でコストを分析するのが一般的である。,,published,2026-04-11
R1sekisan-020,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,改修工事の特徴に関する次の記述のうち、最も不適切なものはどれか。,施主やテナント事業に応じて、工事用の重機の選定や仮設材のグレード,安全向上、設備更新·改修などの複数要因の改修工事を一度に合わせて実施されるケースも多い。,複数要因をともなう改修工事は、「居ながら工事」となるケースは少なく作業が容易である。,仮設工事費用の比率は、一般的な新築工事より大きくなる傾向にある。,,,,,,,C,改修工事では､居ながら工事となる場合が多く､作業が非常に複雑になる｡,,published,2026-04-11
R1sekisan-021,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,建築分野におけるLCC(ライフサイクルコスト)が貢献できる役割に関する次の記述のうち、最も不適切なものはどれか。,ライフサイクルコスト低減方策の検討。,既存建築物のリサイクルコストの把握。,代替案の選択指針。,ライフサイクルコストの算出。,,,,,,,B,（4）ライフサイクルコスト低減方策の検討。（3）（2）代替案の選択指針。（1）ライフサイクルコスト（生涯費用）の算出。ためには不可欠な要素といえる。フサイクルの観点から最適かつ効果的な判断および意志決定をするあるいは建築物の運用上、さらには地球環境保全上、建築物のライ4点があげられる。いずれの役割も、投資事業計画上、また設計上、建築の分野においてLCCが貢献できる役割として、主として以下の既存建築物のランニングコストの把握。,,published,2026-04-11
R1sekisan-022,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,設計VEにおけるコスト管理機能に関する次の記述のうち、最も不適切なものはどれか。,コスト管理に求められているもう一つの大きな側面は、許容される予算内で求める建築物の価値の最小化を図る方策の検討である。,設計段階で第一に求められるのは、計画プロジェクトに必要なコストを的確に把まえておくことである。,設計段階での計画情報の精粗レベルに応じた精度のコスト把握技術が求められる。,コスト管理を実施するには、建築コスト算出の正確性と同時に発注予算が建築物のもつ機能に対して、最適に有効利用されるため方策が必要となる。,,,,,,,A,(1)設計VEの考え方2目標予算内に収める設計計画(価値の最適化)建築コストの把握と同時に、コスト管理に求められているもう一つの大きな側面は、許容される予算内で求める建築物の価値の最大化を図る方策の検討である。これは、コスト管理を確実に実施するには、建築コスト算出の正確性と同時に発注予算が建築物のもつ機能に対して、最適に有効利用されるための方策が必要となる。,,published,2026-04-11
R1sekisan-023,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,環境関連規制等のなかで、日本の温室効果ガス排出量は1990年の基準年から見て次の記述のうち、最も不適切なものはどれか。,2008年の産業部門の温室効果ガス排出量は増加している。,2008年の業務その他部門の温室効果ガス排出量は増加している。,2008年の家庭部門の温室効果ガス排出量は増加している。,2008年の運輸部門の温室効果ガス排出量は増加している。,,,,,,,A,15.1.2 環境関連規制等のこれまでの流れ産業部門運輸部門家庭部門他部門業務その表15-1 日本の温室効果ガス排出量部門1990年1001001001002008年10913514187-13％減少+9％増加規制強化が必要+35％増加規制強化が必要+41％増加⇒90年比増加率⇒,,published,2026-04-11
R1sekisan-024,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,分譲マンションと一般事務所の工事費構成比率に関する次の記述のうち、最も不適切なものはどれか。,電気設備工事費の構成比率は、一般事務所が大きい。,衛生設備工事費の構成比率は、一般事務所が大きい。,空調設備工事費の構成比率は、一般事務所が大きい。,昇降機設備工事費の構成比率は、一般事務所が大きい。,,,,,,,B,合計諸経費昇降機空調設備衛生設備電気設備建築工事図5.4科目単価の構成比率（一般事務所　関東・東京圏）合計諸経費昇降機空調設備衛生設備電気設備建築工事図5.3科目単価の構成比率（分譲マンション　関東・東京圏）100.0%100.0%12.3%64.8%70.2%2.5%7.1%4.8%8.5%9.7%1.2%2.4%9.1%7.4%,,published,2026-04-11
R1sekisan-025,sekisan_I,knowledge,3,Ⅰ建築一般,R1,,,,,,BSIJ公式 R1,,,建築設備の工事科目に関する次の記述のうち、最も適切なものはどれか。,換気設備は、電気設備工事に含まれる。,拡声設備は、空気調和設備工事に含まれる。,幹線動力設備は、電気設備工事に含まれる。,排煙設備は、電気設備工事に含まれる。,,,,,,,C,6.14.2 内訳書の構成排水設備給水設備③給排水衛生設備工事排煙設備換気設備空気調和設備②空気調和設備工事拡声設備火災報知設備幹線動力設備電灯コンセント設備①電気設備工事として区分して記載する。,,published,2026-04-11
R1sekisan-026,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,設備工事の材工別積み上げ方式による値入方法に関する次の記述のうち、最も不適切なものはどれか。,機器類は、「機器の設計数量×採用単価」で算出する。,工費は、「所要数量×労務歩掛×労務単価」で算出する。,消耗品雑材は、「材料費合計×率」で算出する。,一般材料類は、「所要数量×単価」で算出する。,,,,,,,B,最も不適切6.16.4 設備の値入業務工費は、「設計数量×労務歩掛×労務単価」で算出する。,,published,2026-04-11
R1sekisan-027,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,最も不適切なものはどれか。,長さ、面積、体積および質量の単位はそれぞれ、m、㎡、㎥およびt とする。,端数処理は、四捨五入とする。,計測寸法の単位はmとし、小数点以下第1位とする。,内訳書の細目数量は小数点以下第1位とする。ただし、100以上の場合は整数とする。,,,,,,,C,積算基準計測寸法の単位はmとし、小数点以下第2位とする。,,published,2026-04-11
R1sekisan-028,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,仮設に関する次の記述のうち、最も不適切なものはどれか。,仮囲いは、共通仮設で計上した。,山留めは、直接仮設で計上した。,墨出し、養生、整理清掃後片付けは、直接仮設で計上した。,工事用道路等は、共通仮設で計上した。,,,,,,,B,積算基準山留めは、専用仮設なので土工事に計上する。,,published,2026-04-11
R1sekisan-029,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,土工の計測·計算に関する次の記述のうち、最も不適切なものはどれか。,土工について土工計画があるときは、原則としてその計画にもとづいて計測·計算する。,基礎梁の根切りの長さは、独立基礎の根切側面から計測·計算する。,整地とは、設計地盤または現状地盤に沿う敷地の地均しをいい、その数量は指定された範囲の水平面積とする。,根切り、埋戻し、山留め、排水などの計測·計算は、原則として設計数量とする。,,,,,,,D,積算基準根切り、埋戻し、山留め、排水などの計測·計算は、原則として計画数量とする。,,published,2026-04-11
R1sekisan-030,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,コンクリートの計測·計算に関する次の記述のうち、最も不適切なものはどれか,鉄筋および小口径管類によるコンクリートの欠除はないものとする。,コンクリートの断面寸法は、小数点以下第3位まで計測·計算する。,鉄骨によるコンクリートの欠除はないものとする。,開口部の内法の見付面積が1箇所当たり0.5㎡以下の場合は、原則として開口部によるコンクリートの欠除はないものとする。,,,,,,,C,積算基準鉄骨によるコンクリートの欠除は、計測·計算した鉄骨の設計数量について7.85tを1.0㎡として換算した体積とする。,,published,2026-04-11
R1sekisan-031,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,コンクリートの計測·計算に関する次の記述のうち、最も不適切なものはどれか,階段のコンクリートの数量は、設計寸法による段スラブ、踊場などの板厚とその内法寸法とによる体積とする。,柱のコンクリートの数量は、設計寸法による断面積とスラブ上面から直上階梁下までの長さとによる体積とする。,床板のコンクリートの数量は、設計寸法による壁厚と梁などに接する内法面積とによる体積とする。,壁のコンクリートの数量は、設計寸法による壁厚と柱、梁、床板などに接する内法面積とによる体積とする。,,,,,,,B,積算基準柱のコンクリートの数量は、設計寸法による断面積とその長さとによる体積とする。,,published,2026-04-11
R1sekisan-032,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,型枠に関する次の記述のうち、最も不適切なものはどれか,窓、出入口などの開口部による型枠の欠除は、原則として建具類などの内法寸法とする。,開口部の見込部分の型枠は計測の対象としない。,型枠の数量は、材料、工法およびコンクリート打設面などによる区分はないものとする。,階段の踏面および階の中間にある壁付きの梁の上面は、その部分の上面型枠を計測·計算の対象とする。,,,,,,,C,積算基準型枠の数量は、普通合板型枠、打放し合板型枠、曲面型枠などの材料、工法およびコンクリート打設面などにより区分する。,,published,2026-04-11
R1sekisan-033,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,型枠に関する次の記述のうち、最も不適切なものはどれか,布基礎の型枠の数量は、コンクリートの側面および斜面の面積とする。,柱の型枠の数量は、コンクリートの側面の面積とする。,壁の型枠の数量は、コンクリートの側面および壁梁底面の面積とする。,斜面の勾配が1/10以下の場合は、その部分の上面型枠またはコンクリートの上面の処理を計測·計算の対象とする。,,,,,,,D,積算基準斜面の勾配が3/10を超える場合は、その部分の上面型枠またはコンクリートの上面の処理を計測·計算の対象とする。,,published,2026-04-11
R1sekisan-034,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,鉄筋の計測·計算に関する次の記述のうち、最も不適切なものはどれか,基礎柱部分の主筋の長さが3.0m以上の場合は、0.5箇所の継手があるものとする。,ガス圧接継手の加工のための鉄筋の長さの変化はないものとする。,幅止筋の長さは、基礎梁、梁、壁梁、壁のコンクリートの設計幅または厚さとし、フックはないものとする。,径の異なる鉄筋の重ね継手は、小径による継手の長さによるものとする。,,,,,,,A,積算基準基礎柱部分の主筋の長さが3.0m以上の場合は、1箇所の継手があるものとする。,,published,2026-04-11
R1sekisan-035,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,鉄骨の区分に関する次の記述のうち、最も不適切なものはどれか。,小梁が取付く大梁のガセットプレートおよびスチフナーは、大梁の部分として区分する。,間柱とガセットプレートなど梁との接合部材は、間柱に含める。,柱または梁に接合するブレースの接合部材は、原則として接合するブレースの部分に含める。,鉄骨階段と他の部分との接合部材は、階段の部分として区分する。,,,,,,,A,積算基準小梁が取付く大梁のガセットプレートおよびスチフナーは、小梁の部分として区分する。,,published,2026-04-11
R1sekisan-036,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,軽量鉄骨(LGS)壁下地の高さが4.6m、石膏ボード両面二重張りの時の、スタッド幅とスタッド間隔の次の組合せのうち、最も適切なものはどれか。,90型－,90型,100型,100型,,,,,,,D,2 高さによるスタッド厚の標準的区分90 型:高さ4.5 m以下100 型:高さ5.0 m以下3ボード張りによるスタッド@の種類一重張り:@300二重張り:@450上記より、高さ4.6mは100型、ボードは二重張りのため、間隔は450mmとなる。,,published,2026-04-11
R1sekisan-037,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,間仕切下地の計測·計算に関する次の記述のうち、最も不適切なものはどれか。,軽量鉄骨(LGS)間仕切下地は、スタッドの幅およびスタッドの間隔ごとの面積を数量とする。,コンクリートブロックは、強度、厚さ、仕上げ別の面積を数量とする。,ALCパネル、押出成形セメント板は、面積または設計寸法による枚数を数量とする。,躯体として計測しないコンクリート間仕切り(がりょう等)は、コンクリートの体積を数量とする。,,,,,,,D,積算基準(1)コンクリート材躯体として計測しないコンクリート間仕切り(がりょう等)は、体積ではなく面積または箇所数とする。,,published,2026-04-11
R1sekisan-038,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,内部仕上の区分に関する次の記述のうち、最も不適切なものはどれか。,高さ0.4mの床段違いの側面は、床に区分する。,高さ0.1mの幅木は、壁に区分する。,高さ0.5mの下がり天井の側面は、天井に区分する。,見込み0.1mの建具の膳板は、開口部に区分する。,,,,,,,A,積算基準(3)内部仕上1) 内部床内部床は、建築物内部の見下げ面をいう。床段違い側面、階段蹴上げなどは床に属するものとし、それぞれに区分する。なお、立上がり高さが0.3mを超える場合は壁として扱う。,,published,2026-04-11
R1sekisan-039,sekisan_II,knowledge,3,Ⅱ数量積算,R1,,,,,,BSIJ公式 R1,,,木製建具の計測·計算に関する次の記述のうち、最も不適切なものはどれか。,主仕上の材質、形状などにより区分し、建具の符号、サイズ別の箇所数を数量とする。,建具の枠は、木製の場合は建具に含め、金属製の場合は建具とは別に金属製建具または金属に計上する。,建具金物について計測·計算するときは、その規格、仕様等ごとの組数または箇所数を数量とする。,建具の塗装について計測·計算するときは、適切な統計値または係数値によることができる。,,,,,,,B,6.9 開口部木製建具の枠は、建具とは別に計測する。枠が木製の場合は木工に計上し、金属製の場合は金属製建具または金属に計上する。上記のとおり木製建具の枠は、材質にかかわらず建具とは別に計上する。,,published,2026-04-11
